Sc,-1.1669096699978354
Ti,-1.4689314699998022
V,-1.1565428699967697
Cr,-1.485322469997186
Co,-0.8712670699959517
Ni,-0.8712473700060173
Cu,-0.3247064699961584
Y,-0.8382094700053813
Zr,-1.732212970003161
Nb,-2.04065586999684
Mo,-1.5419697699970811
Tc,-1.2849109700026702
Ru,-1.5893828699980759
Rh,-1.4650924699952839
Pd,-0.22082506999765883
Ag,0.03341723000005459
Hf,-1.8809062700009918
Ta,-2.2832154699998455
W,-1.8926854700029025
Re,-1.7316409700059694
Os,-1.9712414699960163
Ir,-1.9203858699974035
Pt,-0.45797326999934285
Au,0.1172310300036088
