Ag,-42928.2732459916
Au,-42641.248290493735
Co,-42970.147556943644
Cr,-41295.93501492242
Cu,-44403.10997648555
Fe,-43429.772305140985
Hf,-40364.08998871226
Ir,-41388.40914120344
Mn,-42848.94704807854
Mo,-40769.485541620415
Nb,-43561.05468130778
Ni,-43580.79524985724
Os,-41612.341028718525
Pd,-45996.84579813895
Pt,-41782.37617808146
Re,-41509.465567902946
Rh,-45423.958963575584
Ru,-41470.32396957086
Sc,-40190.87257147165
Ta,-40848.24108676011
Tc,-41096.780717221125
Ti,-40531.313760030156
V,-40881.353413873614
W,-41079.69397477395
Y,-40100.91416311721
Zr,-40258.013886476154
