Ag,-42879.654119342966
Au,-42592.72629696445
Co,-42920.72994493737
Cr,-41246.112074068435
Cu,-44354.17141144813
Hf,-40313.8752100126
Ir,-41338.63321266222
Mo,-40719.71530665565
Nb,-43510.76084778796
Ni,-43531.36549503756
Os,-41563.09796312429
Pd,-45947.88632631377
Pt,-41733.1279842275
Re,-41460.111379266375
Rh,-45374.12432712748
Ru,-41421.14460612707
Sc,-40141.38600837266
Ta,-40797.69455270532
Tc,-41047.62258682974
Ti,-40481.37989885875
V,-40831.41704830136
W,-41029.57054840465
Y,-40051.76661142818
Zr,-40207.93631117327
