Sc,4.002243449997195
Ti,1.3441325500009498
V,-0.7078916499974639
Cr,0.08100804999980937
Co,2.241084350002211
Ni,2.989837849998594
Cu,4.7172771500029285
Y,2.3692293499973403
Zr,1.0327982499932205
Nb,-1.7483955500008506
Mo,-1.6336770499999602
Tc,-1.3555196500035436
Ru,0.08527355000683201
Rh,1.8620344499997827
Pd,3.1567226500030756
Ag,4.95313955000006
Hf,1.2334112500013816
Ta,-1.7649324500032435
W,-2.250257350003949
Re,-1.9325293500021417
Os,-1.1215555499964012
Ir,0.8089425499986191
Pt,2.6017104499971992
Au,3.856879949997392
