Sc,-2.2501298797916434
Ti,-2.0955801703795487
V,-2.247738270181003
Cr,-2.295195625321071
Fe,-2.001582620204431
Co,-1.8347677821558364
Ni,-2.0487533032911642
Cu,-1.9367886124792904
Y,-2.2620280627498914
Zr,-2.367906924814747
Nb,-2.3638668488321173
Mo,-2.2390551136751355
Tc,-2.407282223180232
Ru,-2.619412879493325
Rh,-2.2378995817390432
Pd,-1.6973586672221472
Ag,-1.6755548557822522
Hf,-2.4376490528130716
Ta,-2.3438202133012283
W,-2.2863219890397204
Re,-2.4549589021745533
Os,-2.7678962163091683
Ir,-2.5538930077719897
Pt,-1.5918819896006653
Au,-1.5627581765412515
