Sc,0.9900516576136624
Ti,-1.1518034552381096
V,-1.073793008460484
Cr,-0.45920063319761084
Fe,0.5155315766215836
Co,0.4688049835286847
Ni,0.9892928678283397
Cu,2.1464446989822363
Y,1.4063975832733604
Zr,-1.3805311583954563
Nb,-2.364542454287289
Mo,-1.7598502652207344
Tc,-1.5763845017598896
Ru,-0.6633228395684228
Rh,-0.21607089047290629
Pd,0.998631138701171
Ag,2.313038988669291
Hf,-1.5059189588017716
Ta,-2.4598148583708053
W,-2.5842559742985713
Re,-1.7047863724609442
Os,-1.4551643987823581
Ir,-0.8593839419507958
Pt,0.17035501668317465
Au,1.4933681985686462
