Ag,-42652.716566319265
Au,-42365.70043860647
Co,-42693.86251581756
Cr,-41019.57431046853
Cu,-44127.44302439914
Fe,-43154.00104619486
Hf,-40087.45397186955
Ir,-41111.79373590485
Mo,-40492.82124710301
Nb,-43284.082789712746
Ni,-43304.69801552864
Os,-41335.89334915947
Pd,-45720.97753845692
Pt,-41506.13397939379
Re,-41232.92742841127
Rh,-45147.47607627953
Ru,-41194.1209638652
Sc,-39914.82454255827
Ta,-40571.082350154385
Tc,-40820.56105678047
Ti,-40254.74874778818
V,-40605.15903826224
W,-40802.69463858112
Y,-39825.207241027354
Zr,-39981.456786083654
