Sc,-0.33957286089309946
Ti,-0.2547084608933119
V,-0.03372546089406114
Cr,-0.3609363608967442
Fe,0.2468201391046705
Co,-0.230173960893012
Ni,-0.24420996089349956
Cu,-0.19315276089503186
Y,-0.3493755608989204
Zr,-0.3754091608981298
Nb,-0.5699020608927867
Mo,-0.6610918608977272
Tc,-0.9967893608965142
Ru,-1.17103226089705
Rh,-0.4141275608973274
Pd,-0.13412366089789884
Ag,-0.14108496089932032
Hf,-0.38686436089221843
Ta,-0.4839998608923679
W,-0.6902089608967117
Re,-1.1668869608957948
Os,-1.5004872608961932
Ir,-0.9213469608922651
Pt,-0.11386396089540085
Au,-0.1165937609013099
